City Name,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Lata,92,IN,1537590517,100,30.78,78.62,51.34,1.92
Natal,20,BR,1537588800,83,-5.81,-35.21,75.2,5.82
Yumbe,68,UG,1537590518,96,3.47,31.25,63.31,2.15
Sechura,8,PE,1537590519,82,-5.56,-80.82,67.54,11.32
Saint Simons,75,US,1537588620,69,31.14,-81.39,80.96,8.05
Yuci,0,CN,1537587000,22,37.68,112.73,68,11.18
North Platte,1,US,1537588380,86,41.12,-100.77,48.02,9.17
Porbandar,40,IN,1537588800,88,21.64,69.61,80.6,11.41
Bang Rakam,40,TH,1537588800,62,16.75,100.12,89.6,3.36
Hobe Sound,75,US,1537589700,78,27.06,-80.14,82.4,12.75
Faanui,92,PF,1537590313,100,-16.48,-151.75,77.35,20.83
Panaba,12,MX,1537590523,83,21.28,-88.27,79.6,5.95
Xiaoweizhai,92,CN,1537590524,100,26.23,107.51,67.99,2.04
Ushibuka,32,JP,1537590524,96,32.19,130.02,78.16,8.63
Toora-Khem,0,RU,1537590525,60,52.47,96.11,46.12,1.7
Fairbanks,75,US,1537588560,83,64.84,-147.72,48.92,10.29
Ambulu,0,ID,1537590526,86,-8.35,113.61,80.86,6.17
Ranau,68,MY,1537590526,87,5.95,116.67,74.47,2.15
Ukiah,1,US,1537588560,28,39.15,-123.21,69.08,4.7
Ilulissat,12,GL,1537588200,49,69.22,-51.1,26.6,13.87
La Ronge,5,CA,1537588800,84,55.1,-105.3,32,5.82
Biloela,0,AU,1537590528,40,-24.4,150.51,76.45,7.29
Petropavlovsk-Kamchatskiy,0,RU,1537587000,39,53.05,158.65,64.4,13.42
Vredendal,0,ZA,1537590529,82,-31.68,18.49,34.96,2.48
Upata,68,VE,1537590529,95,8.02,-62.41,73.66,4.5
Lucapa,0,AO,1537590530,83,-8.42,20.74,63.58,2.71
Nargana,92,PA,1537590530,100,9.44,-78.59,78.97,3.94
Lensk,0,RU,1537590531,69,60.71,114.91,48.64,3.71
Belmonte,0,PT,1537590531,74,40.36,-7.35,55.57,4.38
Batagay-Alyta,80,RU,1537590532,82,67.8,130.41,28.57,3.94
Cururupu,0,BR,1537590532,87,-1.82,-44.87,76.72,7.4
Visnes,92,NO,1537588200,76,59.36,5.22,51.8,25.28
Horqueta,8,PY,1537590533,90,-23.34,-57.05,74.38,3.94
San Quintin,20,PH,1537588800,79,17.54,120.52,86,9.17
La Palma,0,CO,1537590535,90,5.36,-74.39,66.19,1.92
Port Augusta,0,AU,1537588800,21,-32.49,137.76,80.6,11.41
Bindura,0,ZW,1537590537,90,-17.3,31.33,55.75,4.83
Vargem Grande,75,BR,1537588800,100,-23.71,-46.2,64.4,5.82
Vao,24,EE,1537590538,58,59.1,26.19,66.46,14.79
Trairi,0,BR,1537590539,100,-3.28,-39.27,78.97,20.27
Amapa,75,HN,1537588800,94,15.09,-87.97,75.2,2.24
Mount Gambier,80,AU,1537590293,92,-37.83,140.78,58.54,4.94
Taltal,0,CL,1537590540,95,-25.41,-70.49,52.15,0.92
Guaymas,0,MX,1537590541,79,27.92,-110.9,79.42,2.71
Valdez,75,US,1537588560,79,61.13,-146.35,50,4.7
Atar,0,MR,1537590542,43,20.52,-13.05,82.75,7.63
College,75,US,1537588560,83,64.86,-147.8,48.92,10.29
Ledyard,90,US,1537589700,83,41.44,-72.02,71.96,10.29
Waipawa,92,NZ,1537590544,72,-39.94,176.59,52.78,10.42
Faya,0,SA,1537588800,25,18.39,42.45,66.2,6.51
Sibu,75,MY,1537588800,74,2.29,111.83,86,3.49
Astana,75,KZ,1537587000,71,51.13,71.43,51.8,22.37
South Venice,75,US,1537589700,94,27.05,-82.42,78.98,4.7
Rawson,88,AR,1537590546,73,-43.3,-65.11,49.36,12.44
Bawku,48,GH,1537590546,98,11.06,-0.24,73.21,3.38
Avallon,32,FR,1537590547,91,47.49,3.91,43.42,2.71
Kaeo,92,NZ,1537590547,100,-35.1,173.78,54.67,10.98
Praya,20,ID,1537587000,46,-8.71,116.27,89.6,9.17
Saint-Prosper,92,CA,1537590548,94,46.21,-70.48,61.69,15.46
Atasu,0,KZ,1537590549,54,48.68,71.64,49.45,12.77
Bridlington,8,GB,1537588200,87,54.08,-0.19,48.2,12.75
Guerrero Negro,0,MX,1537590550,73,27.97,-114.04,71.68,10.42
Ligayan,12,PH,1537590551,100,4.65,119.47,83.38,8.63
Imbituba,75,BR,1537588800,94,-28.24,-48.67,68,8.05
Sioux Lookout,20,CA,1537588800,84,50.1,-91.92,37.4,3.36
Barretos,0,BR,1537590552,91,-20.55,-48.57,66.82,3.6
Lang Son,0,VN,1537590553,69,21.83,106.73,85.9,3.94
Muravlenko,92,RU,1537590553,84,63.79,74.5,44.05,3.27
Hami,0,CN,1537590554,36,42.84,93.51,71.05,5.73
Grand Gaube,75,MU,1537588800,78,-20.01,57.66,73.4,13.87
Olinda,75,EC,1537588800,83,-2.03,-79.75,71.6,17.22
Antananarivo,20,MG,1537588800,87,-18.91,47.53,55.4,2.71
Misratah,8,LY,1537590556,100,32.38,15.09,74.83,8.19
Bulgan,0,MN,1537590556,55,48.81,103.53,47.11,4.16
Reading,90,US,1537588500,87,40.34,-75.93,73.94,9.17
Lagos,40,NG,1537588800,94,6.46,3.39,77,2.24
Seoul,40,KR,1537588800,29,37.57,126.98,78.8,11.41
Pekan,75,MY,1537585200,79,3.49,103.39,86,3.36
Kargasok,56,RU,1537590558,81,59.06,80.87,53.77,4.38
Corbelia,0,BR,1537588800,82,-24.8,-53.31,68,9.17
Abasolo,40,MX,1537587960,82,20.45,-101.53,64.4,4.7
San Ramon de la Nueva Oran,76,AR,1537590560,85,-23.13,-64.33,74.74,3.38
Uddevalla,36,SE,1537588200,66,58.35,11.94,53.6,23.04
Preobrazheniye,64,RU,1537590561,69,42.9,133.91,61.42,2.37
Khani,40,GE,1537587000,100,41.96,42.96,60.8,2.24
Richards Bay,92,ZA,1537590562,95,-28.77,32.06,58.36,2.59
Mehamn,44,NO,1537590562,89,71.03,27.85,43.24,5.39
Havoysund,20,NO,1537588200,93,71,24.66,44.6,9.17
Foumban,92,CM,1537590563,100,5.73,10.9,62.41,2.04
Trelew,88,AR,1537590564,73,-43.25,-65.31,49.36,12.44
Cozmesti,0,RO,1537588800,71,46.88,27.98,57.2,8.05
Ravar,0,IR,1537590565,61,31.27,56.81,56.2,1.92
Griffith,20,AU,1537590565,59,-34.29,146.06,69.16,5.06
Sedkyrkeshch,40,RU,1537587000,100,61.72,50.96,46.4,4.47
Njombe,0,TZ,1537590566,77,-9.34,34.77,53.77,7.52
Galle,1,US,1537588560,93,29.74,-97.91,80.96,4.7
Samarai,76,PG,1537590567,100,-10.62,150.67,78.07,21.39
Lixourion,0,GR,1537588200,82,38.2,20.43,66.2,3.15
Perene,0,PE,1537590568,90,-10.95,-75.23,68.98,2.04
Vilyuysk,92,RU,1537590569,59,63.75,121.63,46.3,9.19
Munirabad,64,IN,1537590569,90,15.28,76.33,73.3,10.98
Xinqing,0,CN,1537590570,74,48.28,129.53,58.9,3.15
Mudgal,48,IN,1537590570,83,16.02,76.43,75.28,11.77
Wattegama,56,LK,1537590571,91,7.35,80.68,74.74,5.61
Poum,20,MK,1537588800,81,41.28,20.71,48.2,4.7
West Bay,48,GB,1537584600,76,50.71,-2.76,53.6,5.82
Cabedelo,0,BR,1537588800,94,-6.97,-34.84,71.6,5.82
Rangapara,48,IN,1537590573,86,26.82,92.69,71.5,2.26
Honningsvag,44,NO,1537590574,94,70.98,25.97,44.59,5.17
Hiji,40,JP,1537585200,65,33.37,131.53,82.4,8.05
Ketchikan,1,US,1537588560,77,55.34,-131.65,57.02,6.93
Mount Darwin,0,ZW,1537590575,69,-16.77,31.58,65.38,8.75
Arona,0,IT,1537588200,93,45.76,8.56,69.8,5.82
Maniitsoq,64,GL,1537590576,99,65.42,-52.9,33.7,9.19
Havre-Saint-Pierre,90,CA,1537588800,87,50.23,-63.6,51.8,18.34
Kapit,36,MY,1537590577,78,2.02,112.94,83.74,1.7
Cairns,40,AU,1537588800,54,-16.92,145.77,80.6,25.28
Arman,75,RU,1537587000,59,59.7,150.17,60.8,6.71
Nazas,8,MX,1537590580,82,25.22,-104.11,65.56,2.93
Hayvoron,0,UA,1537590581,77,48.34,29.87,51.88,3.94
Usinsk,32,RU,1537590581,95,66,57.56,43.78,7.4
Jacareacanga,36,BR,1537590582,89,-6.22,-57.76,77.53,2.59
Plettenberg Bay,88,ZA,1537590292,100,-34.05,23.37,56.92,13.11
Olen,0,BE,1537588500,81,51.14,4.86,53.6,9.17
Omagh,0,GB,1537588200,93,54.6,-7.3,44.6,8.05
Hirara,75,JP,1537585200,79,24.8,125.28,86,4.7
Venustiano Carranza,40,MX,1537587960,68,19.42,-99.11,66.2,10.29
Khaniotis,0,GR,1537590585,100,40,23.58,68.35,7.52
